,MDA,minimum descent altitude,Or: minimum decision altitude. Non-precision approach.,1
,MDDR,maintenance deferred defect record,,1
,MDH,minimum descent height,Or: minimum decision height. Non-precision approach.,1
,MDM,multi-disciplinary measure,EASA,1
,ME,Manufacturing Engineer,,1
,MEA,Minimum En-route Altitude,,1
,MEDEVAC,medical evacuation,,1
,MEF,maximum elevation figure,,1
,MMEL,master minimum equipment list,,1
,MEL,minimum equipment list,,1
,MEP,multi-engine piston,,1
,METAR,meteorological aerodrome report,,1
,MF,Medium frequency,,1
,MFD,multi-function display,,1
,MFDS,multi-function display system,,1
,MFRA,minimum flap retraction altitude,,1
,MH,magnetic heading,,1
,MIC,Microphone,,1
,MIDS,Multifunctional information distribution system,,1
,MILSPEC,Military specification,,1
,MKP,Multi-function Keypad,,1
,MKR,Marker beacon,,1
,ML,maintenance laptop,,1
,MLDW,maximum landing weight,,1
,MLG,Main Landing Gear,,1
,MLS,microwave landing system,,1
,MM,middle marker,,1
,MMD,Moving map display,,1
,MNPS,Minimum navigation performance specifications,,1
,MOA,Military operations area,,1
,MOCA,Minimum Obstacle Clearance Altitude,,1
,MODE A,Transponder pulse-code reporting,,1
,MODE B,Transponder code and altitude reporting,,1
,MODE C,"Transponder code, altitude, and TCAS reporting",,1
,MOE,maintenance organisation exposition,,1
,MOPS,Minimum Operational Performance Standard,,1
,MORA,Minimum Off Route Altitude,,1
,MOSArt,Modular Open System Architecture,,1
,MP,manifold pressure,,1
,MPL,multi-crew pilot license,,1
,MPU,Multifunction Processor Unit,,1
,MRB,Material Review Board,,1
,MRO,"maintenance, repair, overhaul",,1
,MRO,maintenance and repair organization,,1
,MROT,Minimum Runway Occupancy Time,,1
,MRP,Material Resources Planning,,1
,MRW,maximum ramp weight,,1
,MSA,minimum safe altitude / minimum sector altitude,,1
,MSD,Minimum Stabilization Distance,,1
,MSDS,Material Safety Data Sheet,,1
,MSG,Message,,1
,MSL,mean sea level,,1
,MSLW,Max. Structural Landing Weight,,1
,MSP,Modes S-Specific Protocol,,1
,MSSS,Mode S-Specific Services,,1
,MSTOW,Max. Structural Take-off Weight,,1
,MSZFW,Max. Structural Zero Fuel Weight,,1
,MTBF,Mean time between failures,,1
,MTBSV,Mean time between shop visit,,1
,MTBUR,Mean time between unscheduled removals,,1
,MTOW,maximum take-off weight,,1
,MTTF,Mean time to failure,,1
,MVA,Minimum Vectoring Altitude,,1
,MVFR,Marginal visual flight rules,,1
,MX,Maintenance,,1
,MZFW,Maximum Zero Fuel Weight,,1
,NADP,noise abatement departure procedure,,1
,NAS,National Airspace System,United States,1
,NAV,Navigation receiver,Normally VHF navigation receiver for VOR,1
,Navaid,Navigational aid,Or: aid to navigation (ATON),1
,NAVCOMM,Combination navigation and communications equipment,Or: NAV/COM or NAV-COM. normally VHF navigation receiver integrated with VHF communications transceiver,1
,NAVSTAR-GPS,Navigation Satellite Timing And Ranging,The space-borne or satellite navigation system,1
,NCAT,National Center for Aviation Training,US educational facility,1
,NCATT,National Center for Aircraft Technician Training,US educational facility,1
,ND,Navigation display,,1
,NDB,non-directional beacon,,1
,NDT,non-destructive testing,,1
,NFF,No fault found,Or: no trouble found (NTF) or no defect found (NDF),1
,NGS,nitrogen generation system,,1
,NHA,next higher assembly,,1
,NIST,National Institute of Standards and Technology,,1
,NLG,nose landing gear,,1
,NLR,Netherlands Aerospace Research Centre,,1
,NM,Nautical mile,Or: NMI,1
,NNC,non-normal checklist,,1
,NNM,non-normal maneuver (Boeing QRH - 737 Flight Crew Operations Manual),,1
,NORAD,North American Aerospace Defense Command,US-Canadian military security agency,1
,NORDO,no radio,,1
,NOTAM,Notice to air missions,,1
,NOTAR,no tail rotor,Helicopter control system,1
,NOZ,Normal Operating Zone,Parallel runways operation,1
,NPA,non-precision approach,Instrumental approach,1
,NPA,notice of proposed amendment,EASA,1
,NPRM,notice of proposed rulemaking,FAA,1
,NRR,noise reduction rating,hearing protector attenuation,1
,NRTC,nonroutine task card,,1
,NVD,Night-vision device,Or: Night-vision goggles (NVG),1
,NTSB,National Transportation Safety Board,U.S. governmental agency,1
,NTZ,no-transgression zone,Parallel runways operation,1
,N#,compressor speed,"N1, N2, etc. refers to the specific compressor spool (in the order that air passes over them). (See: Jet engine)",1
,Ng,gas generator speed,,1
,Nh,high rotor speed,,1
,Np,power turbine speed,,1
,Nr,rotor speed (helicopters),"Np and Nr are typically shown on the same gauge with two needles, both expressed in percent, so that the pilot can tell if the power turbine is driving the rotor or if it is freewheeling.",1
,OAS,Obstacle Assessment Surface,,1
,OAT,outside air temperature,,1
,OBE,overcome by events,,1
,OBI,Omnibearing indicator,See CDI,1
,OBS,omni-bearing selector,,1
,OCA,obstacle clearance altitude,,1
,OCC,Operations control center,,1
,OCCM,on condition / condition monitored components,,1
,OCH,obstacle clearance height,,1
,OEI,one engine inoperative,,1
,OEM,original equipment manufacturer,,1
,OFZ,Obstacle Free Zone,,1
,OGV,outlet guide vane,,1
,OHM,overhaul manual,,1
,OIS,obstacle identification surface,Instrumental procedures,1
,OIS,Operational Information System,,1
,OM,outer marker,,1
,OML,outer mold line,,1
,ONS,onboard network system,,1
,ONAT,Onboard Network Access Terminal,,1
,O/R,On Request,,1
,OTS,out of service,,1
,OPC,operational check,,1
,OPS/CHK,operational check,,1
,OW,operational weight,,1
,OWE/OEW,Operating Weight Empty/Operating empty weight,,1
,P,(as a prefix:) prohibited airspace,,1
,PA,pressure altitude,,1
,PA,Public address system,,1
,PAEW,Personnel and equipment working,,1
,PAH,production approval holder,FAA; see also POA and MCH,1
,PAL,Pilot Activated Lighting,,1
,PANS-OPS,procedures for air navigation services – aircraft operations,,1
,PAOG,Pre Aircraft on Ground,,1
,PAPI,precision approach path indicator,,1
,PAR,precision approach radar,,1
,PATWAS,Pilot's Automatic Telephone Weather Answering Service,,1
,PAX,passenger,,1
,PBCS,performance-based communication and surveillance,,1
,PBD,place bearing distance,RNAV waypoint,1
,PBE,Protective Breathing Equipment,,1
,PBN,Performance-Based Navigation,,1
,PC,proficiency check,,1
,PCL,Pilot Controlled Lighting,,1
,P-Code,GPS precision code,,1
,PCN,pavement classification number,,1
,PD,Profile descent,,1
,PDA,performance degradation allowance,,1
,PDAS,public domain aeronautical software,,1
,PDC,Pre-Departure Clearance,,1
,PDG,procedure design gradient,,1
,PDM,pilot decision making,,1
,PDOP,Position dilution of precision,,1
,PDU,power drive unit,Flap actuation,1
,PET,point of equal time,,1
,PESA,Passive electronically scanned array,,1
,PF,pilot flying,,1
,PFAF,precision final approach fix,,1
,PFD,primary flight display,Or: primary flight director,1
,PIC,Pilot In Command,,1
,PICUS,"Pilot In Command, under supervision",,1
,PIO,Pilot Induced Oscillations,,1
,PIP,performance improvement package,,1
,PIREP,Pilot Report,,1
,PJA,Parachute Jumping Area,,1
,PJE,Parachute jumping exercise,,1
,PM,pilot monitoring,,1
,PMA,Parts Manufacturer Approval,,1
,PMI,Principal Maintenance Inspector,,1
,PMC,power management computer,Turbine engines,1
,PMG,permanent magnet generator,,1
,PN,part number,Also P/N,1
,PND,primary navigation display,,1
,PNF,pilot not flying,,1
,PNR,passive noise reduction,,1
,PNR,Point of No Return,,1
,POA,Production Organisation Approval,EASA; see also PAH and MHC,1
,POB,persons on board,,1
,POF,Phase of flight,,1
,POF,Principles Of Flight,,1
,PO,Pilot's Operating Handbook,Sometimes referred to as a POH,1
,POS,Position,,1
,PPL,private pilot licence,,1
,PPR,prior permission required,,1
,PRA,Pre-recorded announcement,,1
,P-RNAV,,,1
,PS,passenger step,,1
,PSEU,Proximity Switch Electronic Unit / B737,,1
,PSR,point of safe return,,1
,PSR,power supply reset,,1
,PSR,primary surveillance radar,,1
,PSU,passenger service unit,,1
,PTCU,power transfer Control unit,,1
,PTF,permit to fly,,1
,PTOL,point take-off and landing,,1
,PTR,Pilot Training Record,,1
,PTT,push to talk,,1
,PYLD,payload,,1
,Q,,,1
,QAR,quick access recorder,,1
,QCM,quality and compliance monitoring,,1
,QEC,quick engine change,,1
,QFE,the Q-code for: Atmospheric pressure at aerodrome elevation (or at runway threshold),,1
,QNE,the Q-code for pressure altitude,,1
,QNH,"the Q-code for: Altimeter sub-scale setting to obtain elevation when on the ground, i.e. altitude above MSL",,1
,QRA,quick reaction alert,,1
,QRH,quick reference handbook,,1
,QTOL,quiet take-off and landing,,1
,R,(as a prefix:) restricted airspace,,1
,RA,radio altitude or radar altimeter,,1
,RA,resolution advisory,In the context of TCAS,1
,RAAS,Runway Awareness and Advisory System,,1
,RAAS,remote airport advisory service,,1
,Rad Alt,Radio Altitude,,1
,Radar,RAdio Detection And Ranging,,1
,RAI,Radio altimeter indicator,,1
,RAIM,Receiver Autonomous Integrity Monitoring,Or: remote autonomous integrity monitoring,1
,RALT,Radar or radio altimeter,,1
,RAREPS,Weather Radar Reports,Provided by Air Traffic Controllers,1
,RAS,rectified air speed,,1
,RA(T),restricted area (temporary),,1
,RAT,ram air turbine,,1
,RCO,remote communications outlet,,1
,RCR,Reverse current relay,,1
,RCVR,Radio receiver,,1
,RDH,reference datum height,For instrument landing system (ILS),1
,RDMI,Radio distance magnetic indicator,,1
,RDP,Radar data processing system,,1
,RDR,Radar,,1
,REF,Reference,,1
,REIL,Runway end identifier lights,,1
,REL,Relative,,1
,REO,Repair engineering order,,1
,RESA,runway end safety area,,1
,RF,Radio frequency,,1
,RFF,rescue and fire fighting,,1
,RFI,Radio frequency interference,,1
,RFI,recreational flight instructor,,1
,RGB,reduction gear box,,1
,RHS,right hand seat,Jargon for first officer,1
,RHSM,reduced horizontal separation minimal,,1
,RIA,regulatory impact assessment (EASA),,1
,RII,required inspection items,,1
,RLG,Ring laser gyroscope,,1
,RLTC,Remaining Life Time Cycle,Counter to the limiter especially for LLPs in engines,1
,RLY,Relay,,1
,RMI,radio magnetic indicator,,1
,RMP,Radio Management Panel,,1
,RMT,rule making task (EASA),,1
,RNAV,area navigation,,1
,RNG,Range (aeronautics),,1
,RNP,required navigation performance,,1
,RoC,Rate of climb,,1
,RoD,Rate of descent,Or: sink rate,1
,RPA,Remotely Piloted Aircraft,Or: Unmanned aerial vehicle (UAV),1
,RPAS,Remotely Piloted Aircraft System,,1
,RPL,Recreational Pilot Licence,,1
,RPL,repetitive flight planning,,1
,RPM,Revolutions per minute,,1
,RPT,regular public transport,,1
,RQR,Required,,1
,RSA,runway safety area,,1
,RSP,Reversion switch panel,,1
,RSR,en-route surveillance radar,,1
,RT,radiotelephony,,1
,RTB,return to base,,1
,RTE,Route,,1
,RTF,radiotelephony,,1
,RTL,rudder travel limiting,,1
,RTO,Rejected takeoff,,1
,RTOL,Reduced take-off and landing,,1
,RTOW,regulatory take-off weight,,1
,RVDT,rotary variable differential transformer,In a turbine engine,1
,RVR,runway visual range,,1
,RVSM,reduced vertical separation minima,,1
,RW,ramp weight,,1
,RWY,runway,,1
,RX,Radio receiver,,1
,SAF,Sustainable aviation fuel,,1
,SAIL,Specific assurance and integrity level,,1
,SAR,Search and rescue,,1
,SAR,Smart ACMS Recorder,,1
,SAR,Surveillance Approach Radar,,1
,SAS,stability augmentation system,,1
,SAT,Static Air Temperature,Or: Outside air temperature (OAT),1
,SATCOM,Satellite communication,,1
,SATNAV,Satellite navigation,,1
,SB,service bulletin,,1
,SBAAS,Satellite-Based Augmentation System,Or: SBAS,1
,SC,special condition,,1
,SCAP,Standard Computerized Airplane Performance,,1
,SCCM,senior cabin crew member,,1
,SD,Secure digital,,1
,SDF,Simplified directional facility,,1
,SDU,Satellite data unit,,1
,SELCAL,Selective calling,,1
,SEP,Safety and Emergency Procedures,,1
,SEP,single-engine piston,,1
,SESAR,Single European Sky ATM Research,,1
,SESMA,Special Event Search and Master Analysis,,1
,SF,Stratus Fractus,Cloud type,1
,SFCC,Slat Flap Control Computer,,1
,SFO,Senior First Officer,,1
,SFP,Short Field Performance,B737 Enhancement program for landing in short runways,1
,SFOC,Special Flight Operating Certificate,,1
,SID,standard instrument departure,,1
,SIGMET,Significant Meteorological Information,,1
,SIU,Satellite interface unit,,1
,SLPC,single lever power control,,1
,SM,service manual,,1
,SMM,safety management document,ICAO,1
,SMOH,Since major overhaul,,1
,SMR,surface movement radar,,1
,SMS,Short Messaging Service,,1
,SMT,software maintenance tool,,1
,SN,serial number,,1
,SNR,signal-to-noise ratio,,1
,SOC,start of climb at missed approach,,1
,SODPRO,simultaneous opposite direction parallel runway operations,,1
,SOF,special operations forces,Military unit,1
,SOG,speed over ground,Same as ground speed,1
,SOG,Special Operations Group,,1
,SOP,standard operating procedure,,1
,SOW,Statement of Work,,1
,SPKR,Speaker,,1
,SPS,Stall Protection System,,1
,SQ,Squelch,Or: SQL,1
,SR,sunrise,,1
,SRM,structural repair manual,,1
,SRS,Speed Reference System,,1
,SS,sunset,,1
,SSCV/DR,Solid-state cockpit voice/data recorder,See flight recorder,1
,SSCVR,Solid-state cockpit voice recorder,See flight recorder,1
,SSFDR,Solid-state flight data recorder,See flight recorder,1
,SSR,Secondary surveillance radar,,1
,STAR,standard terminal arrival route,,1
,STARS,Standard Terminal Automation Replacement System,,1
,STC,supplemental type certificate,,1
,STCA,Short-Term Conflict Alert,,1
,STOL,short take-off and landing,,1
,STP,Standard temperature and pressure,,1
,STS,speed trim system,,1
,SUA,Special use airspace,,1
,SVFR,Special visual flight rules,,1
,SVGS,Synthetic vision guidance system,,1
,TA,traffic advisory,See TCAS,1
,TAA,terminal arrival altitude,,1
,TAA,terminal arrival area,,1
,TAC,thrust asymmetry compensation,,1
,TACAN,tactical air navigation (system),,1
,Tach,Tachometer,,1
,TAD,Terrain awareness display,,1
,TAF,terminal aerodrome forecast,Or: Terminal area forecast.,1
,TAI,thermal anti-ice,,1
,TALPA,Takeoff and Landing Performance Assessment Aviation Rules Committee,,1
,TAM,total airport management,,1
,TAR,terminal approach radar,,1
,TAS,true airspeed,,1
,TAT,total air temperature,Or: true air temperature,1
,TAWS,terrain awareness and warning system,,1
,TBO,time between overhauls,Or: time before overhaul,1
,TBV,transient bleed valve,In turbine engines,1
,TC,Transport Canada,,1
,TC,towering cumulus,,1
,TC,turn coordinator,,1
,TC,True Course,,1
,TC,type certificate,,1
,TCA,terminal control area (USA/Canada),Europe: terminal manoeuvring area (TMA),1
,TCA,Throttle control assembly,,1
,TCAS,traffic collision avoidance system,,1
,TCCA,Transport Canada's Civil Aviation,,1
,TCDS,type certificate data sheet,,1
,TCF,Terrain clearance floor,,1
,TCH,threshold crossing height,,1
,TCI,thrust computer indicator,,1
,TCN,TACAN,,1
,TCU,Telecommunication control unit,"Or: terminal control unit, or line control unit, used in Air traffic control",1
,TDOP,Time dilution of precision,,1
,TDR,Transponder,(In some cases),1
,TDZ,touchdown zone,,1
,TERPS,terminal instrument procedures,Or: terminal en route procedures,1
,TFC,traffic,,1
,TFR,temporary flight restriction,Airspace,1
,TFT,Thin-film transistor,,1
,TGB,transfer gearbox,,1
,TGL,temporary guidance leaflet,,1
,TGL(S),touch-and-go landing(s),,1
,TGT,Target,,1
,TGT,Turbine gas temperature,,1
,THLD,threshold,Or: THR,1
,TH,True Heading,Or: THDG,1
,THR,runway threshold,,1
,THS,"trimmable horizontal stabilizer, see tailplane",,1
,TIS–B,Traffic information service – broadcast,,1
,TIT,turbine inlet temperature,,1
,TK,Track angle,,1
,TKE,Track-angle error,,1
,TLD,time-limited dispatch,,1
,TLA,Three-letter acronym,,1
,TLA,Thrust lever angle,,1
,TLB,technical logbook (EASA),,1
,TLS,transponder landing system,,1
,TMA,terminal manoeuvring area (Europe),USA/Canada: terminal control area,1
,TMG,touring motor glider,,1
,TML,Toolbox Mobile Library (Boeing),,1
,TMZ,transponder mandatory zone,,1
,TOC,Top of climb,Or: T/C,1
,TOD,top of descent (point),Or: T/D,1
,TODA,take-off distance available,,1
,TO/GA,Takeoff/go-around switch / thrust,Or: TOGA,1
,TOP,take-off power,,1
,TOR,take-off runway,,1
,TORA,take-off runway available,,1
,TOT,Turbine outlet temperature,,1
,TOW,take-off weight,,1
,TOWS,take-off warning system,,1
,TR,tail rotor,Or: T/R. Helicopters.,1
,TR,thrust reverser(s),Or: T/R,1
,TR,transformer rectifier,,1
,TR,transmitter receiver or transceiver,Or: T/R,1
,TP,turning point at missed approach,,1
,TRA,temporary reserved area (airspace),,1
,TRACON,terminal radar approach control,,1
,TRANS,transition,,1
,TRANS,Transmission (telecommunications),Or: transmit,1
,TRE,type rating examiner,,1
,TRK,Track,,1
,TRP,thrust rating panel,,1
,TRP,Mode S transponder,,1
,TSO,technical standard order,FAA specification of quality standard.,1
,TSLOVH,Time since last overhaul,Normally measured in FH or EFH,1
,TSN,Time since new,"Normally measured in FH or EFH for an aircraft, engine or component",1
,TTAF,total time air frame,,1
,TTL,Tuned to Localizer,,1
,TTR,TCAS II transmitter/receiver,,1
,TTS,Time to station,,1
,TTSN,total time since new,,1
,TTSO,total time since overhaul,,1
,TVE,Total vertical error,,1
,TWB,Transcribed Weather Broadcasts,Abbreviated area forecast,1
,TWC,tail wind component,,1
,TWDL,Two-way data link,Or: terminal weather data link,1
,TWDR,Terminal Doppler Weather Radar,,1
,TWIP,Terminal weather information for pilots,,1
,TWLU,Terminal Wireless LAN Unit,,1
,TWR,Air traffic control tower,,1
,TWR,Terminal weather radar,,1
,TWY,taxiway,,1
,TX,Transmit,,1
,UAC,Upper area control,,1
,UART,Universal asynchronous receiver-transmitter,,1
,UAS,Unmanned Aircraft System,,1
,UAV,Unmanned aerial vehicle,"Commonly called 'drones', also 'Remotely Piloted Aircraft (RPA)'",1
,UHF,ultra-high frequency,,1
,UIR,upper information region,,1
,ULB,underwater locator beacon,,1
,UNL,Unlimited,Seen on GFA and is used for visibility,1
,UPRT,upset prevention and recovery training,,1
,USB,Universal Serial Bus,,1
,UTC,Universal Time Coordinated,Indicates time zones,1
,V,magnetic variation,,1
,V,Volts or voltage,,1
,V&V,video & vision,,1
,VAR,Variation,,1
,VASI,visual approach slope indicator,VASIS = visual approach slope indicator system,1
,VBV,variable bleed valve,In turbine engines,1
,VCR,visual control room,,1
,VCS,vehicle control service,,1
,VDF,VHF direction-finding,,1
,VDL,VHF Data Link,,1
,VDP,visual descent point,Point in a direct approach where a 3º normal visual descent can be started to achieve a safe landing and stabilized approach to the RWY - VDP (in distance) = HAT (height over terrain) / 300 (HAT is the height of the MDA read in the approach chart of the AD),1
,VDR,VHF digital radio,,1
,VFO,Variable-frequency oscillator,,1
,VFR,visual flight rules,,1
,VG,vortex generator,,1
,VGA,Video Graphics Array,,1
,VG/DG,Vertical gyroscope/directional gyroscope,,1
,VGLS,Visual Guidance Lighting Systems,FAA navigation services,1
,VGM,voice generator module,See AWOS,1
,VHF,very high frequency,,1
,VID,visible impact damage,,1
,VIGV,variable inlet guide vane,,1
,V/L,VOR/Localizer,,1
,VMC,visual meteorological conditions,,1
,VMC,minimum control speed with critical engine out,,1
,VNAV,vertical navigation,Or: V/NAV,1
,VNC,VFR navigation chart,,1
,VNE,Never exceed speed,,1
,VNO,Maximum structural cruising speed,,1
,VNR,VHF navigation receiver,,1
,VOR,VHF omni-directional range,,1
,VOR/DME,VOR with Distance measuring equipment,,1
,VOR/MB,VOR marker beacon,,1
,VORTAC,VOR and TACAN combination,,1
,VOX,Voice transmission,Voice Operated Transmitter,1
,VPA,Vertical Path Approach,,1
,VPATH,Vertical path,,1
,V/R,Voltage regulator,,1
,VRP,Visual point of reference,,1
,VRS,vortex ring state,Helicopter flight phenomenon,1
,V/S,Vertical speed,,1
,VSCF,variable speed constant frequency,Electricity generation system,1
,VSI,vertical speed indicator,,1
,VSM,Vertical separation limit,,1
,VSO,Stall speed in landing configuration,,1
,VSV,variable stator vane,In a turbine engine,1
,VSWR,Voltage–standing wave ratio,,1
,VTA,VFR terminal area chart,,1
,VTOL,vertical take-off and landing,,1
,V/TRK,Vertical track,,1
,VVI,vertical velocity indicator,Same as VSI,1
,VX,Speed for best angle of climb,,1
,VY,Speed for best rate of climb,,1
,WAAS,Wide Area Augmentation System,,1
,WAC,World Aeronautical Chart,,1
,WAT,"weight, altitude, temperature",Variables that affect takeoff performance,1
,W&B,Weight & Balance,Sometimes referred to as WxB,1
,WCA,Wind Correction Angle,,1
,WD,Wind direction,Or: WINDR,1
,WDM,Wiring Diagram Manual,,1
,WEF,with effect from,,1
,WEP,War Emergency Power,,1
,WMA,WXR waveguide adapter,,1
,WMI,WXR indicator mount,,1
,WMS,Wide-area master station,,1
,WMSC,Weather message switching center,,1
,WMSCR,Weather message switching center replacement,,1
,WOCL,window of circadian low,,1
,WOFW,weight-off-wheels,Indicates aircraft is off ground since lift off,1
,WONW,weight-on-wheels,Indicates aircraft is on ground since touch down,1
,WPT,Waypoint,Or: WYPT,1
,WRT,WXR receiver transmitter,,1
,WS,wind shear,,1
,WTC,Wake Turbulence Category,,1
,Wx,weather,,1
,WXR,Weather radar system,,1
,XC,cross-country,,1
,XCVR,Transceiver,,1
,XFR,Transfer,,1
,XMIT,transmit,,1
,XMSN,transmission,,1
,XMTR,transmitter,,1
,XPDR,transponder,,1
,XPNDR,transponder,,1
,XTK,Crosstrack,,1
,X-START,Cross-start,Using the air pressure or electrical power from a working engine,1
,Y,yaw or yaw angle,,1
,Y/D,yaw damper,Or: YD,1
,Z,Zulu Time,Coordinated Universal Time (UTC),1
,ZFT,zero-fuel time,,1
,ZFW,zero-fuel weight,,1
,ZULU,Zulu Time,Coordinated Universal Time (UTC),1
